contractRecordsTO.SCPType,contractRecordsTO.beneficialOwner,contractRecordsTO.biddingProcess,contractRecordsTO.bolpatraId1,contractRecordsTO.bolpatraId2,contractRecordsTO.bolpatraId3,contractRecordsTO.contractAddress,contractRecordsTO.contractAmount,contractRecordsTO.contractDate,contractRecordsTO.contractId,contractRecordsTO.contractName,contractRecordsTO.contractStatus,contractRecordsTO.contractType,contractRecordsTO.contractorCountry1,contractRecordsTO.contractorCountry2,contractRecordsTO.contractorCountry3,contractRecordsTO.contractorGenericName,contractRecordsTO.contractorName1,contractRecordsTO.contractorName2,contractRecordsTO.contractorName3,contractRecordsTO.contractorType,contractRecordsTO.deliveryDate,contractRecordsTO.dlpEndDate,contractRecordsTO.dlpStartDate,contractRecordsTO.donorParty,contractRecordsTO.endOrCompleteDate,contractRecordsTO.estimatedCost,contractRecordsTO.fiscalYear,contractRecordsTO.grantLoanNo,contractRecordsTO.ifbNo,contractRecordsTO.isSCP,contractRecordsTO.outstandingValue,contractRecordsTO.percentageOfCompletion,contractRecordsTO.postValidationDate,contractRecordsTO.procurementCategoryId,contractRecordsTO.procurementMethodId,contractRecordsTO.projectDescription,contractRecordsTO.publicEntity,contractRecordsTO.publicEntityName,contractRecordsTO.sharedPercentage1,contractRecordsTO.sharedPercentage2,contractRecordsTO.sharedPercentage3,contractRecordsTO.sourceOfFund,contractRecordsTO.startDate,contractRecordsTO.totalPayment,contractRecordsTO.vat_no1,contractRecordsTO.vat_no2,contractRecordsTO.vat_no3,contractRecordsTO.warrantyPeriod,contract_id
,,Only e-Bid,,,,"KMC-10, old baneshwor",41229265.00,02-12-2016,NCB-01/073/74,"Fabrication, Supply, Transportation, Construction and Erection of  Pathamari Multispan Trail Bridge",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Nilgiri/Mahabir JV,Nilgiri Nirman Sewa Pvt Ltd,Mahabir Engineering and Construction Pvt Ltd,,Joint Venture,,14-04-2023,14-04-2022,,13-04-2022,69825047.03,,,NCB-1-12/073/74,No,33662211.00,18,,Works,NCB,Pathamari Multispan    Jhapa	Mechi	442.45	MN,289,Suspension Bridge Division (SBD),60,40,,Goverment,02-12-2016,7567055.00,500166657,300320811,,0,NCB-01/073/74
,,Only e-Bid,DROLTP/33731011-3/078/79-022,,,Kathmandu,14358985.47,10-06-2022,DROLTP/33731011-3/078/79-022,"Asphalt Pavement works in Champi Tikabhairab Road,Lalitpur",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,J.S.S. Engineering Services P. Ltd.,J.S.S. Engineering Services P. Ltd.,,,Single,,13-12-2023,14-12-2022,,13-12-2022,14997108.69,2078/79,,78/79,No,13728985.47,0,,Works,NCB,"Asphalt Pavement works in Champi Tikabhairab Road,Lalitpur",89,208 Road Division Lalitpur,100,,,Goverment,17-06-2022,630000.00,603315406,,,0,DROLTP/33731011-3/078/79-022
,,Only e-Bid,,,,"KMC-9, Ratopul",24182000.00,25-01-2017,CTP-2/073/74,"Fabrication, Supply, Transportation, Construction and Erection of  Igulbare and  Rumalo Trail Bridge",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Hari Hari Nirman Sewa Pvt Ltd,Hari Hari Nirman Sewa Pvt Ltd,,,Single,,15-07-2023,15-07-2022,,14-07-2022,28764695.20,,,NCB-1-12/073/74,No,1638500.00,95,,Works,NCB,"Igulbare, 	   Bajhang	Igulbare Khola	127	N
Rumalo	           Bajhang	Seti	        130	D",289,Suspension Bridge Division (SBD),100,,,Goverment,25-01-2017,22700363.00,302475090,,,0,CTP-2/073/74
,,Only e-Bid,DROLTP/33701120-4/078/79-023(Re),,,Dailekh,14222495.92,12-07-2022,DROLTP/33701120-4/078/79-023(Re),Road Upgrading works in Ishimod Dhapakhel Naagdaha chowk Jharuwa Barasi Road,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bhairabmast Nirman Sewa,Bhairabmast Nirman Sewa,,,Single,,11-04-2024,12-04-2023,,11-04-2023,19997164.37,2078/79,,78/79,No,13598495.92,0,,Works,NCB,Road Upgrading works in Ishimod Dhapakhel Naagdaha chowk Jharuwa Barasi Road,89,208 Road Division Lalitpur,100,,,Goverment,14-07-2022,624000.00,616869545,,,0,DROLTP/33701120-4/078/79-023(Re)
,,Only e-Bid,,,,"KMC-11, Surya Marga",5609000.21,05-02-2017,CTP-13/073/74,"Fabrication, Supply, Transportation, Construction and Erection of  Bugadghat Trail Bridge",In-Progress,Lump sum contract,Nepal,Nepal,--Select Country--,Chandrodaya JV Api Point,Chandrodaya Nirman Sewa,Api point engineering construction and consult Nepal Pvt Ltd,,Joint Venture,,16-12-2023,16-12-2022,,15-12-2022,9343961.96,,,13/073/74,No,5609000.21,0,,Works,NCB,"Bugadghat, Surkhet/ Kailali Karnali	161	D",289,Suspension Bridge Division (SBD),60,40,,Goverment,05-02-2017,0.00,300283976,602471820,,0,CTP-13/073/74
Others,,Only e-Bid,NSMC/NCB/W02/078-079,,,"nepalgunj, banke",2450061.40,30-11-2021,NSMC/NCB/W02/078-079,Store room construction work,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Krishnasar construction pvt ltd,Krishnasar construction pvt ltd,,,Single,,,,,30-12-2022,3227017.35,,,NSMC/NCB/W02/078-079,Yes,0.00,60,,Works,NCB,Store room construction work,2043,"Nepalgunj Sub Metropolitan Office, Banke",100,,,Goverment,30-11-2021,1500000.00,609530948,,,0,NSMC/NCB/W02/078-079
,,Only e-Bid,DROLTP/33701138-4/078/79-025,DROLTP/33701138-4/078/79-025,DROLTP/33701138-4/078/79-025,Kathmandu,29029172.46,19-06-2022,DROLTP/33701138-4/078/79-025,Road Upgrading works in Lakuri Bhanjyang Manedovan Road (Package-1),In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Bright / Kshitz/ Jejaswi J.V. Kathmandu.,Bright Multi Construction Pvt.Ltd,Kshitz Nirman Sewa,Tejaswi Construction,Joint Venture,,17-02-2024,18-02-2023,,17-02-2023,49979417.32,2078/79,,78/79,No,29029172.46,0,,Works,NCB,Road Upgrading works in Lakuri Bhanjyang Manedovan Road (Package-1),89,208 Road Division Lalitpur,40,30,30,Goverment,26-06-2022,0.00,604295754,603535617,609822535,0,DROLTP/33701138-4/078/79-025
,,Only e-Bid,,,,"KMC-10, Baneshwor",58266427.68,14-07-2020,NCB-36/076/77,"Fabrication, Supply, Transportation, Construction and Erection of Khanti Lakhang Gumba Multispan Trail Bridge",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Elite-Rubina JV,Elite Construction Company Pvt. Ltd,Rubina Nirman Sewa Pvt. Ltd,,Joint Venture,,13-04-2024,14-04-2023,,13-04-2023,82072998.42,,,NCB-23-40/076/77,No,58266427.68,0,,Works,NCB,Khanti Lakhang Gumba Multispan	     Mustang	Kaligandaki	       570.10	     MN,289,Suspension Bridge Division (SBD),75,25,,Goverment,14-07-2020,0.00,300057854,300019250,,0,NCB-36/076/77
Others,,Only e-Bid,NSMC/NCB/W10/078-079,,,"nepalgunj, banke",10805971.09,10-08-2022,NSMC/NCB/W10/078-079,Fultekra talau gherbar nirman karya,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Saurabh construction,Saurabh construction,,,Single,,,,,12-05-2023,14599530.59,,,NSMC/NCB/W10/078-079,Yes,0.00,0,,Works,NCB,Fultekra talau gherbar nirman karya,2043,"Nepalgunj Sub Metropolitan Office, Banke",100,,,Goverment,10-08-2022,0.00,301577234,,,0,NSMC/NCB/W10/078-079
Others,,Only e-Bid,NSMC/NCB/W07/078-079,,,"nepalgunj, banke",11674027.66,30-03-2022,NSMC/NCB/W07/078-079,Road construction work at different places of NSMC (package 2),In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,samudayik nirman sewa,samudayik nirman sewa,,,Single,,,,,30-12-2022,18110267.92,2078/79,,NSMC/NCB/W07/078-079,Yes,0.00,70,,Works,NCB,Road constrction works at different places of NSMC,2043,"Nepalgunj Sub Metropolitan Office, Banke",100,,,Goverment,30-03-2022,7067894.97,305198468,,,0,NSMC/NCB/W07/078-079
,,Only e-Bid,,,,"KMC-10, Buddhanagar",21534304.07,16-07-2020,NCB-37/076/77,"Fabrication, Supply, Transportation, Construction and Erection of Dhunge Khola Trail Bridge",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Jagadamba-Rujan-Unicorn JV,Jagadamba Nirman Company Pvt. Ltd,Rujan K. Nirman Sewa Pvt Ltd,Unicorn Construction Pvt Ltd,Joint Venture,,12-01-2024,13-01-2023,,12-01-2023,31267740.48,,,NCB-23-40/076/77,No,7537050.58,70,,Works,NCB,Dhunge Khola	Jhapa	Mawa 	170.20	   N,289,Suspension Bridge Division (SBD),50,25,25,Goverment,16-07-2020,13997253.49,605916300,604315078,303767992,0,NCB-37/076/77
,,Both e-Bid & Hard Copy,,,,"Kohalpur, Banke",43408541.20,11-08-2017,NCB-26/073/74,"Fabrication, Supply, Transportation, Construction and Erection of  Kutaghat Multispan Trail Bridge",Completed,Unit rate contract,Nepal,Nepal,Nepal,Karkibandhu/ Rubina/ BLT JV,Karkibandhu Construction Pvt Ltd,RUBINA NIRMAN SEWA PVT. LTD,BLT Construction Pvt Ltd,Joint Venture,,11-01-2024,11-01-2023,,10-01-2023,71222268.13,,,NCB-26-27/073/74,No,0.00,100,,Works,NCB,Kutaghat Multispan	Surkhet	Bheri	418.2	MN,289,Suspension Bridge Division (SBD),00,00,00,Goverment,11-08-2017,44516645.00,604246228,300019250,305576918,0,NCB-26/073/74
,,Both e-Bid & Hard Copy,,,,"Kohalpur, Banke",49274557.98,11-08-2017,NCB-27/073/74,"Fabrication, Supply, Transportation, Construction and Erection of  Galfaghat Multispan Trail Bridge",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Karkibandhu/ Rubina/ BLT JV,Karkibandhu Construction Pvt Ltd,RUBINA NIRMAN SEWA PVT. LTD,BLT Construction Pvt Ltd,Joint Venture,,05-06-2023,05-06-2022,,04-06-2022,78721716.32,,,NCB-26-27/073/74,No,3044821.00,85,,Works,NCB,Galfaghat Multispan	Surkhet	Bheri	422.1	MN,289,Suspension Bridge Division (SBD),.,.,.,Goverment,11-08-2017,42080615.00,604246228,300019250,305576918,0,NCB-27/073/74
,,Both e-Bid & Hard Copy,,,,"Baneshwor, Kathmandu",28745844.00,15-09-2017,CTP-34/073/74,"Fabrication, Supply, Transportation, Construction and Erection of  Simli Garayal,  Shyamka chola Trail Bridge",In-Progress,Lump sum contract,Nepal,Nepal,--Select Country--,Akela- Babiromast JV,Akela Nirman Sewa Pvt Ltd,Babiro Mast Nirman Sewa Pvt Ltd,,Joint Venture,,30-06-2023,30-06-2022,,29-06-2022,46163352.88,,,NCB-28-34/073/74,No,5548616.00,0,,Works,NCB,"Simli Garayal, 	Rukum	Bheri	        291	D
Shyamka chola	Baglung	Kutkhola	310	D",289,Suspension Bridge Division (SBD),51,49,,Goverment,15-09-2017,23197228.00,303760663,300026283,,0,CTP-34/073/74
,,Only e-Bid,,,,"KMC-10, New Baneshwor",33079599.65,12-07-2020,NCB-38/076/77,"Fabrication, Supply, Transportation, Construction and Erection of Kisne Khola  Trail Bridge",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Kanchharam/Nepal Fulbari/Swornim JV,Kanchharam Construction Company Pvt. Ltd,Nepal Fulbari Sewa Pvt Ltd,Swarnim Nirman Sewa Pvt.Ltd.,Joint Venture,,10-07-2023,11-07-2022,,10-07-2022,52814704.85,,,NCB-23-40/076/77,No,14423299.65,0,,Works,NCB,Kisne Khola	Jhapa	Kisne	321.40	N,289,Suspension Bridge Division (SBD),40,35,25,Goverment,12-07-2020,18656300.00,300322820,600639491,606597562,0,NCB-38/076/77
,,Only e-Bid,,,,"Budhanilkantha-12, Kapan",31581985.62,14-07-2020,NCB-39/076/77,"Fabrication, Supply, Transportation, Construction and Erection of Sahasibasti Trail Bridge",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Elite/B.L.T. JV,Elite Construction Company Pvt. Ltd,BLT Construction Pvt Ltd,,Joint Venture,,13-04-2024,14-04-2023,,13-04-2023,48987466.91,,,23-40/076/77,No,27140389.57,0,,Works,NCB,Sahasibasti	Jhapa	Tangting  355.00    N,289,Suspension Bridge Division (SBD),70,30,,Goverment,14-07-2020,4441596.05,300057854,305576918,,0,NCB-39/076/77
,,Only e-Bid,,,,"Lalitpur, Nepal",764033393.14,03-07-2022,NEA-BPICP-NCB-01/2078/79,Construction of NEA Office Buildings at Lainchaur and Bhagwanpaau,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,KC-EG Infra- Hanuman JV,K. C. Construction Firms,EG Infra Pvt Ltd,Hanuman Construction,Joint Venture,,06-01-2026,04-01-2025,,03-01-2025,1338159454.17,2078/79,,NEA-BPICP-NCB-01/2078/79,No,764033393.14,0,,Works,NCB,"The project consists of two buildings. One of the buildings is located at Lainchaur. It is 8 storeyed RCC Framed modern building. Another building is located at Bhagwanpaau. It is 4 storeyed building with typical Newari architecture (Slopped Jhingati roof and exposed Brick facade). Both buildings comprise HVAC, Water supply, Fire fighting, and communication facilities. The total construction period is 30 months from the date of Contract signing.",1516,"NEA, Engineering Services Directorate, Building and Physical Infrastructure Construction Project",34,33,33,Internal Resource,24-07-2022,0.00,30014879,600756565,300138584,0,NEA-BPICP-NCB-01/2078/79
,,Only e-Bid,,,,"Swambhu-15, Kathmandu.",3239247.53,31-03-2022,04/078-079/NCB/Works/ISP/DWIED-Surkhet,Sovanchaur Lift ISP,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sunbridge Solar Nepal Pvt. Ltd.,Sunbridge Solar Nepal Pvt. Ltd.,,,Single,,,,,15-09-2022,6007672.79,2078/79,,04/078-079/NCB/Works/ISP/DWIED-Surkhet,No,485800.00,85,,Works,NCB,Solar Lift ISP,4929,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",100,,,Goverment,06-04-2022,0.00,604294449,,,0,04/078-079/NCB/Works/ISP/DWIED-Surkhet
Others,,Only e-Bid,NSMC/NCB/W05/078-079,NSMC/NCB/W05/078-079,,"nepalgunj, banke",75234916.92,01-02-2022,NSMC/NCB/W05/078-079,Road construction work at different places of NSMC (package 1),In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Mahalaxmi Narayanam JV,mahalaxmi nirman sewa pvt ltd,narayanam nirman sewa pvt ltd,,Joint Venture,,,,,30-12-2022,75234916.92,2078/79,,NSMC/NCB/W05/078-079,Yes,0.00,70,,Works,NCB,Road construction work at different places of NSMC (package 1),2043,"Nepalgunj Sub Metropolitan Office, Banke",60,40,,Goverment,01-02-2022,53505604.04,30052341,603537282,,0,NSMC/NCB/W05/078-079
,,Both e-Bid & Hard Copy,,,,"KMC-10, old baneshwor",36576332.79,31-08-2016,NCB-37/072/73,"Fabrication, Supply, Transportation, Construction and Erection of  Satmerighat Trail Bridge",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Nilgiri/Mahabir JV,Nilgiri Nirman Sewa Pvt Ltd,Mahabir Engineering and Construction Pvt Ltd,,Joint Venture,,14-04-2023,14-04-2022,,13-04-2022,53616943.55,,,NCB-33-44/072/73,No,10932437.00,0,,Works,NCB,Satmerighat	Jhapa/ Morang	Ratuwa	345.4	N,289,Suspension Bridge Division (SBD),60,40,,Goverment,31-08-2016,25643896.00,500166657,300320811,,0,NCB-37/072/73
,,Only e-Bid,,,,"Madi-02, Rolpa",27091636.92,12-04-2022,01/078-079/NCB/Works/WSP/DWIED-Surkhet,Chhapre Lift WSP Gayakhola Scheme,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bhumi Nirman Sewa,Bhumi Nirman Sewa,,,Single,,,,,05-07-2023,27318654.50,2078/79,,01/078-079/NCB/Works/WSP/DWIED-Surkhet,No,270900.00,90,,Works,NCB,Solar Lift WSP,4929,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",100,,,Goverment,17-04-2022,23821852.11,109353061,,,0,01/078-079/NCB/Works/WSP/DWIED-Surkhet
,,Only e-Bid,,,,"KMC-10, Buddhanagar",23065253.73,10-07-2020,NCB-40/076/77,"Fabrication, Supply, Transportation, Construction and Erection of Chisapani Bafardamar rail Bridge",Completed,Unit rate contract,Nepal,Nepal,Nepal,Jagadamba-Rujan-Sajiv JV,Jagadamba Nirman Company Pvt. Ltd,Rujan K. Nirman Sewa Pvt Ltd,Sajip Nirman Sewa Pvt Ltd,Joint Venture,,03-01-2023,04-01-2022,,03-01-2022,38826513.60,,,NCB-23-40/076/77,No,0.00,100,,Works,NCB,Chisapani Bafardamar	Dhanusa	 Bafar	249.40	 N,289,Suspension Bridge Division (SBD),50,25,25,Goverment,10-07-2020,23898383.00,605916300,604315078,604368799,0,NCB-40/076/77
Others,,Only e-Bid,NSMC/NCB/W08/078-079,,,"nepalgunj, banke",8670677.51,30-03-2022,NSMC/NCB/W08/078-079,Road construction work at different places of NSMC (package 3),In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,ujyalo nirman sewa,ujyalo nirman sewa,,,Single,,,,,30-12-2022,11008228.79,2078/79,,NSMC/NCB/W08/078-079,Yes,0.00,20,,Works,NCB,Road construction work at different places of NSMC (package 3),2043,"Nepalgunj Sub Metropolitan Office, Banke",100,,,Goverment,30-03-2022,1544000.13,303670827,,,0,NSMC/NCB/W08/078-079
,,Only e-Bid,,,,"Pepsicola-32, Kathmandu.",22940278.91,13-04-2022,02/078-079/NCB/Works/WSP/DWIED-Surkhet,Chhapre Lift WSP  Sanni & Paisara Scheme,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sakwo Engineering Pvt. Ltd.,Sakwo Engineering Pvt. Ltd.,,,Single,,,,,05-07-2023,24264835.21,2078/79,,02/078-079/NCB/Works/WSP/DWIED-Surkhet,No,14911000.00,35,,Works,NCB,Solar Lift WSP,4929,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",100,,,Goverment,18-04-2022,7678362.00,609546013,,,0,02/078-079/NCB/Works/WSP/DWIED-Surkhet
Others,,Only e-Bid,NSMC/NCB/W09/078-079,,,"nepalgunj, banke",2696805.50,25-04-2022,NSMC/NCB/W09/078-079,Deep boring marmat sambhar karya,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,bajranga nirman sewa,bajranga nirman sewa,,,Single,,,,,30-12-2022,3475133.14,2078/79,,NSMC/NCB/W09/078-079,Yes,0.00,70,,Works,NCB,Deep boring marmat sambhar karya,2043,"Nepalgunj Sub Metropolitan Office, Banke",100,,,Goverment,25-04-2022,1467587.50,300230448,,,0,NSMC/NCB/W09/078-079
,,Only e-Bid,DROLTP/33701138-4/078/79-026,DROLTP/33701138-4/078/79-026,,Kathmandu,26685129.05,20-06-2022,DROLTP/33701138-4/078/79-026,Road Upgrading works in Lakuri Bhanjyang Manedovan Road (Package-2),In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Puspanjali / Kalika J.V.,Kalika Builder's,Pupanjali Construction Pvt.Ltd.,,Joint Venture,,18-02-2024,19-02-2023,,18-02-2023,41128884.93,2078/79,,78/79,No,26685129.05,0,,Works,NCB,Road Upgrading works in Lakuri Bhanjyang Manedovan Road (Package-2),89,208 Road Division Lalitpur,49,51,,Goverment,27-06-2022,0.00,607710270,300125579,,0,DROLTP/33701138-4/078/79-026
,,Only e-Bid,DROLTP/33731011-3/078/079-030,,,Kathmandu,7632330.51,07-07-2022,DROLTP/33731011-3/078/079-030,Periodic Maintenance of Gwarko - Lubhu- Lakuribhanjyang Road .,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,N.A.B.D. Construction & Supplier's (P) Ltd.,N.A.B.D. Construction & Supplier's (P) Ltd.,,,Single,,06-04-2024,07-04-2023,,06-04-2023,7939738.27,2078/79,,78/79,No,7632330.50,0,,Works,NCB,Periodic Maintenance of Gwarko - Lubhu- Lakuribhanjyang Road .,89,208 Road Division Lalitpur,100,,,Goverment,14-07-2022,0.00,304120006,,,0,DROLTP/33731011-3/078/079-030
,,Only e-Bid,DROLTP/33701136-4/078/079-032,,,Kathmandu,626798.01,24-06-2022,DROLTP/33701136-4/078/079-032,"Traffic Safety works in SRN / SURNs, Lalitpur",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Ruby PearlInternational Pvt.Ltd.,Ruby PearlInternational Pvt.Ltd.,,,Single,,16-10-2023,17-10-2022,,16-10-2022,1993327.30,2078/79,,78/79,No,626798.01,0,,Works,Sealed Quotation,"Traffic Safety works in SRN / SURNs, Lalitpur",89,208 Road Division Lalitpur,100,,,Goverment,30-06-2022,0.00,303862437,,,0,DROLTP/33701136-4/078/079-032
,,Only e-Bid,DROLTP/33731011-3/078/079-034,,,Kathmandu,1694326.52,26-06-2022,DROLTP/33731011-3/078/079-034,Supply work of construction materials at RD Lalitpur (Package -03),In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,N.G.S. Construction Engineering and Supplier's Pvt.Ltd.,"N.G.S. Construction Engineering and Supplier's Pvt.Ltd.,",,,Single,,16-10-2023,17-10-2022,,16-10-2022,1979144.66,2078/79,,78/79,No,1694326.52,0,,Works,Sealed Quotation,Supply work of construction materials at RD Lalitpur (Package -03),89,208 Road Division Lalitpur,100,,,Goverment,01-07-2022,0.00,605946158,,,0,DROLTP/33731011-3/078/079-034
,,Only e-Bid,DROLTP/33731011-3/078/079-035,,,Kathmandu,1686773.60,26-06-2022,DROLTP/33731011-3/078/079-035,Supply work of construction materials at RD Lalitpur (Package -04),In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,N.G.S. Construction Engineering and Supplier's Pvt.Ltd.,N.G.S. Construction Engineering and Supplier's Pvt.Ltd.,,,Single,,16-11-2023,17-11-2022,,16-11-2022,1981117.03,2078/79,,78/79,No,1686773.60,0,,Works,Sealed Quotation,Supply work of construction materials at RD Lalitpur (Package -04),89,208 Road Division Lalitpur,100,,,Goverment,04-07-2022,0.00,605946158,,,0,DROLTP/33731011-3/078/079-035
,,Only e-Bid,DROLTP/33731011-3/078/079-036,,,Lalitpur,1655869.23,17-06-2022,DROLTP/33731011-3/078/079-036,Specific Maintenance works in Bhoje pokhari -Imadole Road Lalitpur,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shuvam Construction,Shuvam Construction,,,Single,,12-08-2023,13-08-2022,,14-08-2022,1997550.42,2078/79,,78/79,No,0.00,100,,Works,Sealed Quotation,Specific Maintenance works in Bhoje pokhari -Imadole Road Lalitpur,89,208 Road Division Lalitpur,100,,,--Select source of Fund --,23-06-2022,1736465.00,302543056,,,0,DROLTP/33731011-3/078/079-036
,,Both e-Bid & Hard Copy,,,,"KMC-16, Balaju",236598807.90,02-10-2015,CTP-17/071/72,Triveni Maheshpur (Susta) Multispan Trail Bridge,Completed,Unit rate contract,Nepal,Nepal,--Select Country--,Trishuli/Ashraya JV,Trishuli Construction Company Pvt Ltd,Ashraya Nirman Sewa Pvt Ltd,,Joint Venture,,10-07-2024,10-07-2023,,09-07-2023,385778733.30,,,17/2071/72,No,0.00,100,,Works,NCB,"span 1571m, over Narayani river,",289,Suspension Bridge Division (SBD),50,50,,Goverment,02-10-2015,249956371.00,300055250,303824071,,0,CTP-17/071/72
,,Both e-Bid & Hard Copy,,,,"Damauli, Tanahun",58722385.69,14-07-2013,CTP-30/069/70,Trivenidham (Balmiki Asram) Trail Bridge,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Shree Geeta-Rubina-Mana JV,Shree Geeta Construction,Rubina Nirman Sewa Pvt Ltd,Mana Construction and Builders Pvt Ltd,Joint Venture,,15-07-2023,15-07-2022,,14-07-2022,81872886.67,,,CTP-30/069/70,No,5793013.00,88,,Works,NCB,"Over Narayani river, Nawalparasi, Span 488.60m",289,Suspension Bridge Division (SBD),40,30,30,Goverment,14-07-2013,52130900.00,300108842,300019250,300015335,0,CTP-30/069/70
,,Only e-Bid,,,,"Nepalgunj-2, Banke",23391000.00,08-07-2022,CTP-09/078/79,"Fabrication, Supply, Transportation, Construction and Erection of  Bhurchaur Raira  Trail Bridge",In-Progress,Lump sum contract,Nepal,--Select Country--,--Select Country--,M.P. Construction Company Pvt Ltd,M.P. Construction Company Pvt Ltd,,,Single,,09-01-2025,09-01-2024,,08-01-2024,38836100.88,2078/79,,NCB-9-19-078-79,No,23391000.00,0,,Works,NCB,Bhurchaur Raira	  Jajarkot/ Salyan	Bheri	256.60	N,289,Suspension Bridge Division (SBD),100,,,Goverment,08-07-2022,0.00,300026328,,,0,CTP-09/078/79
,,Only e-Bid,,,,"Kachankawal-3, Jhapa",12432482.54,28-04-2022,BDP/CONSTRUCTION/WORKS/NCB/03-078/79,Construction of Administrative building at Ward-3,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Achyut Construction and Suppliers Pvt. Ltd,Achyut Construction and Suppliers Pvt. Ltd,,,Single,,30-07-2023,28-04-2022,,30-07-2023,19050532.64,2078/79,,BDP/MUN/WORKS/2-2-078/79,No,0.00,100,,Works,NCB,Construction of Administrative building at ward-3,2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,28-04-2022,11223302.80,609799981,,,0,BDP/CONSTRUCTION/WORKS/NCB/03-078/79
,,Only e-Bid,,,,"Kachankawal-3, Jhapa",7898560.97,28-04-2022,BDP/CONSTRUCTION/WORKS/NCB/04-078/79,Construction of 18 Nos of Mayor Santhal Aawas at Bhadrapur-3,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Achyut Construction and Suppliers Pvt. Ltd,Achyut Construction and Suppliers Pvt. Ltd,,,Single,,,28-04-2022,,23-11-2022,11684336.43,2078/79,,BDP/MUN/WORKS/2-3-078/79,No,0.00,100,,Works,NCB,Construction of 18 Nos of Mayor Santhal Aawas at Bhadrapur-3,2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,28-04-2022,2076393.85,609799981,,,0,BDP/CONSTRUCTION/WORKS/NCB/04-078/79
,,Only e-Bid,,,,"Arjundhara-6, Jhapa",47935339.42,07-07-2022,BDP/CONSTRUCTION/WORKS/NCB/02-078/79,"Construction of Municipality Building and Nagarprahari staff quarter building, Bhadrapur-6",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,L.P.S-Samata-Raj Builders J/V,Lal Prasad Sharma & Sons (P.) Ltd,Samata Construction & Suppliers Pvt. Ltd,Raj Builders Pvt. Ltd,Joint Venture,,08-01-2024,07-07-2022,,08-01-2024,61908648.43,2078/79,,BDP/MUN/WORKS/2-078/79,No,0.00,5,,Works,NCB,Construction of Municipality building and Nagarprahari staff quarter building at Bhadrapur-6,2566,"Bhadrapur Municipality, Jhapa",34,33,33,Goverment,07-07-2022,4200000.00,300994494,600434744,604266253,0,BDP/CONSTRUCTION/WORKS/NCB/02-078/79
,,Only e-Bid,,,,"Kachankawal-3, Jhapa",8927905.92,19-05-2021,BDP/CONSTRUCTION/WORKS/NCB-002/077-78,Construction of 8 roomed 2 storey classroom building at Himali School,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Achyut Construction and Suppliers Pvt. Ltd,Achyut Construction and Suppliers Pvt. Ltd,,,Single,,13-01-2023,19-05-2021,,13-01-2023,15049809.79,2077/78,,BDP/MUN/WORKS/003-77/78,No,0.00,100,,Works,NCB,Construction of 8 roomed 2 storey classroom building at Himali school,2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,19-05-2021,7347406.69,609799981,,,0,BDP/CONSTRUCTION/WORKS/NCB-002/077-78
